word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
rejoice,,0.562,,,0.812,,0.523,0.547,0.0,1.0
rejoicing,,0.555,,,0.818,,0.578,,0.0,1.0
rekindle,,0.594,,0.23399999999999999,0.609,,0.336,,1.0,1.0
relancer,,,,,,,,0.406,,
relapse,,,,0.516,,0.53,,,1.0,0.0
related,,,,,,,,0.5,0.0,0.0
relationship,,,,,0.514,,,0.6559999999999999,0.0,0.0
relationships,,,,,,,,0.6409999999999999,,
relative,,,,,,,,0.57,0.0,0.0
relax,,,,,0.562,,,,,
relaxation,,,,,0.672,,,,0.0,1.0
relaxed,,,,,0.442,,,,0.0,0.0
relaxing,,,,,0.652,,,,,
relevant,,,,,,,,0.539,0.0,1.0
reliability,,,,,,,,0.758,0.0,1.0
reliable,,,,,,,,0.703,0.0,1.0
reliance,,0.39799999999999996,,,,,,0.664,0.0,1.0
relics,,,,,,0.061,,,0.0,0.0
relief,,,,,0.43799999999999994,,,,0.0,1.0
relieved,,,,,0.647,,,,,
relight,,,,,0.312,,,,,
religion,,,,,,,,0.469,0.0,0.0
religions,,,,,,,,0.5,,
reluctance,,,0.23399999999999999,,,,,,0.0,0.0
reluctant,,,,0.297,,,,,1.0,0.0
rely,,,,,,,,0.648,,
remains,,,0.516,0.281,,,,0.445,1.0,1.0
remand,0.375,,,,,,,,1.0,0.0
remarkable,,,,,0.516,,0.5,0.562,0.0,1.0
remedy,,0.578,,,0.22699999999999998,,,0.516,0.0,1.0
reminiscing,,,,,0.456,,,,,
remiss,0.397,,0.281,,,0.266,,,1.0,0.0
remorse,,,,,,0.594,,,1.0,0.0
remove,0.35100000000000003,,,0.32799999999999996,,0.281,,,1.0,0.0
renegade,0.529,,,,,,,,1.0,0.0
renounce,0.484,,,,,,,,1.0,0.0
renovate,,0.45299999999999996,,,,,,,0.0,1.0
renovation,,0.516,,,0.33299999999999996,,,,0.0,1.0
reparation,,,,,,,,0.38299999999999995,0.0,1.0
repay,0.136,0.49200000000000005,,,0.212,,,0.43,0.0,1.0
repel,,,0.406,,,,,,,
repellant,,,0.539,0.373,,,,,1.0,0.0
repellent,0.442,,0.469,0.391,,,,,1.0,0.0
repelling,,,0.594,,,,,,1.0,0.0
repent,,,,0.25,,,,,0.0,1.0
reporter,,,,,,,,0.414,0.0,1.0
representing,,0.39799999999999996,,,,,,,0.0,0.0
repress,,,,,,0.484,,,1.0,0.0
repression,,,,0.625,,,,,1.0,0.0
reprimand,0.6409999999999999,,,,,,,,1.0,0.0
reprisal,0.652,,,0.7659999999999999,,0.484,,,1.0,0.0
reproach,0.409,,0.32,,,0.391,,,1.0,0.0
reproductive,,,,,0.156,,,,0.0,1.0
repudiation,0.51,,0.539,,,,,,1.0,0.0
repugnance,,,0.7659999999999999,,,,,,,
repugnant,,,0.82,,,,,,,
repulsion,,,0.727,0.431,,,,,1.0,0.0
repulsive,,,0.805,,,,,,,
reputable,,,,,,,,0.758,0.0,1.0
repute,,,,,,,,0.336,0.0,0.0
requiem,,,,,,0.531,,,0.0,0.0
rescue,,0.664,,,0.225,,0.547,0.531,0.0,1.0
resection,,,,0.406,,,,,0.0,0.0
reseller,,,,,,,,0.312,,
resent,0.765,,,,,,,,1.0,0.0
resentful,0.545,,,,,,,,1.0,0.0
resentment,0.691,,0.508,,,0.562,,,1.0,0.0
resign,0.22699999999999998,,0.23399999999999999,0.45299999999999996,,0.484,,,1.0,0.0
resignation,,,,,,0.547,0.281,,1.0,0.0
resigned,,,,,,0.344,,,1.0,0.0
resistance,0.5429999999999999,,,,,,,0.297,1.0,0.0
resistant,,,,0.344,,,,,1.0,0.0
resisting,0.32799999999999996,,,0.45299999999999996,,0.309,,,1.0,0.0
resources,,,,,0.28800000000000003,,,0.43,0.0,1.0
respect,,0.43799999999999994,,,0.5,,,0.75,0.0,1.0
respectable,,,,,,,,0.773,0.0,1.0
respected,,,,,,,,0.7659999999999999,0.0,0.0
respectful,,,,,,,,0.7340000000000001,0.0,1.0
respects,,,,,,,,0.742,0.0,1.0
respite,,,,,0.324,,,0.42200000000000004,0.0,1.0
resplendent,,,,,0.516,,,,0.0,1.0
respon,,,,,,,,0.32,,
responsible,,,,,,,,0.789,0.0,1.0
responsive,,0.531,,,,,,0.539,0.0,1.0
rest,,,,,0.469,,,,0.0,1.0
rested,,,,,0.281,,,,,
restitution,0.281,,,,,,,,0.0,1.0
restless,,,,0.204,,,,,,
restlessness,,0.57,,,,,,,0.0,0.0
restorative,,0.49200000000000005,,,0.318,,,0.555,0.0,1.0
restrain,0.484,,,0.45299999999999996,,,,,1.0,0.0
restrained,,,,0.594,,,,,0.0,0.0
restrict,,,,,,0.259,,,1.0,0.0
restriction,0.359,,,0.484,,0.43799999999999994,,,1.0,0.0
result,,0.594,,,,,,,0.0,0.0
resultant,,0.547,,,,,,,0.0,0.0
retain,,,,,,,,0.5,0.0,0.0
retaliate,0.773,,,,,,,,1.0,0.0
retaliation,0.621,,,0.6409999999999999,,,,,1.0,0.0
retaliatory,0.7879999999999999,,,,,,,,1.0,0.0
retard,,,0.578,0.484,,0.516,,,1.0,0.0
retarded,0.364,,,,,,,,,
retards,0.562,,,,,,,,,
reticent,,,,0.42200000000000004,,,,,1.0,0.0
retirement,,0.625,,0.156,0.275,0.188,,0.531,1.0,1.0
retract,0.348,,,,,,,,1.0,0.0
retrenchment,,,,0.345,,,,,1.0,0.0
retribution,0.614,,,0.545,,0.424,,,1.0,0.0
reunion,,0.7190000000000001,,,0.375,,,0.555,0.0,1.0
reunite,,,,,0.414,,,,,
reunited,,,,,0.515,,,,,
revel,,,,,0.534,,,,0.0,1.0
revelations,,,,0.21899999999999997,,,,,,
revels,,,,,0.562,,,,0.0,1.0
revenge,0.738,0.602,,0.6559999999999999,,,0.57,,1.0,0.0
revere,,0.42200000000000004,,,0.594,,,0.586,0.0,1.0
reverence,,,,,0.424,,,0.703,0.0,1.0
reverend,,,,,0.377,,,,0.0,1.0
reverie,,,,,0.636,,,0.516,0.0,1.0
reversal,0.121,,0.22699999999999998,,,,0.469,,1.0,0.0
revival,,0.625,,,0.359,,,0.578,0.0,1.0
revive,,0.523,,,,,,,1.0,1.0
revoke,0.485,,0.36700000000000005,0.469,,0.281,,,1.0,0.0
revolt,0.7340000000000001,,,,,,0.6559999999999999,,1.0,0.0
revolting,0.75,,0.82,0.625,,,,,1.0,0.0
revolution,0.606,0.6409999999999999,,0.359,,0.203,0.664,,1.0,1.0
revolver,0.578,,,0.672,,0.45299999999999996,,,1.0,0.0
revulsion,0.773,,0.7659999999999999,0.516,,,,,1.0,0.0
revving,0.309,,,,,,,,,
reward,,0.6559999999999999,,,0.625,,0.562,0.508,0.0,1.0
rewarding,,,,,0.742,,,,,
rheumatism,0.156,,,0.43799999999999994,,0.562,,,1.0,0.0
rhythm,,,,,0.33799999999999997,,,,0.0,1.0
rhythmical,,,,,0.39399999999999996,,0.23399999999999999,,0.0,1.0
ribbon,0.047,0.32799999999999996,,,0.212,,,,0.0,1.0
ribet,,,,,,,,0.289,,
riddle,,,,,,,0.42200000000000004,,0.0,0.0
ridicule,0.534,,0.555,,,0.518,,,1.0,0.0
ridiculous,0.289,,0.35200000000000004,,,,,,1.0,0.0
rifle,0.379,,,0.45299999999999996,,,,,1.0,0.0
rigged,0.391,,,,,,,,,
righteousness,,,,,0.439,,,,,
rigor,,,0.39799999999999996,0.45299999999999996,,,,,1.0,0.0
ringer,0.242,,,,,,,,1.0,0.0
riot,0.7879999999999999,,,0.7659999999999999,,,,,1.0,0.0
riotous,0.7340000000000001,,,0.75,,,0.727,,1.0,0.0
riots,0.8240000000000001,,,,,,,,,
rip,,,,,,0.42200000000000004,,,,
ripen,,0.625,,,,,,,0.0,1.0
rising,,0.648,,,0.375,,,,0.0,1.0
risk,,0.578,,0.562,,,,,1.0,0.0
risky,,0.617,,0.562,,,,,1.0,0.0
rivalry,0.484,,,,,,,,1.0,0.0
roadrage,0.9059999999999999,,,,,,,,,
roadster,,,,,0.125,,,0.359,0.0,1.0
roadtrip,,,,,0.344,,,,,
roadworks,0.091,,,,,,,,,
roar,0.515,,,,,,,,0.0,0.0
roaring,,,,,0.348,,,,,
rob,0.431,,0.516,0.609,,0.491,,,1.0,0.0
robber,,,0.49200000000000005,0.516,,,,,1.0,0.0
robbery,0.544,,0.555,0.8,,0.6,,,1.0,0.0
rocket,0.25,,,,,,,,0.0,0.0
rod,,,,0.172,,,,0.32,0.0,1.0
rogue,,,0.297,,,,,,1.0,0.0
rollicking,,,,,0.588,,,,0.0,1.0
romance,,0.594,,0.031,0.779,0.0,0.289,0.484,0.0,1.0
romans,,,,,,,,0.312,,
romantic,,0.5,,,0.75,,,0.5,0.0,1.0
romanticism,,,,,0.6559999999999999,,,,0.0,1.0
romp,,,,,0.348,,,,0.0,1.0
rook,0.203,,0.242,,,,,,1.0,0.0
rooted,,,,,,,,0.586,0.0,1.0
rot,,,0.8909999999999999,0.594,,0.5,,,1.0,0.0
rota,,,,,,,,0.25,0.0,1.0
rotting,,,0.8440000000000001,,,,,,1.0,0.0
roulette,,0.68,,,,,,,0.0,0.0
routine,,,,,,,,0.414,0.0,1.0
row,0.337,,,,,,,,1.0,0.0
rubbish,,,0.523,,,,,,1.0,0.0
rubble,,,,0.406,,0.282,,,1.0,0.0
rue,,,,,,0.391,,,1.0,0.0
ruin,,,,0.725,,0.6559999999999999,,,1.0,0.0
ruined,0.545,,0.531,0.5,,0.6970000000000001,,,1.0,0.0
ruinous,0.825,,0.578,0.625,,0.698,,,1.0,0.0
rule,,,,0.188,,,,0.43,0.0,0.0
rumor,,,,,,0.188,,,1.0,0.0
run,,,,0.25,,,,,,
runaway,,,,,,0.562,,,1.0,0.0
running,,,,,0.258,,,,0.0,0.0
rupture,,,,0.706,,0.588,0.7190000000000001,,1.0,0.0
rush,,,,0.281,,,,,0.0,0.0
rushing,,,,0.233,,,,,,
ruthless,0.797,,0.562,0.6559999999999999,,,,,1.0,0.0
saber,0.23800000000000002,,,0.531,,,,,1.0,0.0
sabotage,0.727,,0.609,0.703,,0.484,0.7190000000000001,,1.0,0.0
sacrifice,,,,,,,,0.47700000000000004,,
sacrifices,,,0.38299999999999995,0.562,,0.609,,,1.0,0.0
sad,,,,,,0.8440000000000001,,,,
sadday,,,,,,0.562,,,,
saddens,,,,,,0.812,,,,
sadly,,,,,,0.812,,,1.0,0.0
sadness,,,,,,0.8640000000000001,,0.25,1.0,0.0
safe,,,,,0.42200000000000004,,,0.672,0.0,1.0
safeguard,,,,,,,,0.75,0.0,1.0
safekeeping,,,,,,,,0.758,0.0,0.0
sag,,,,0.12300000000000001,,,,,1.0,0.0
sage,,,,,,,,0.594,0.0,1.0
saint,,0.43799999999999994,,,0.32799999999999996,,0.312,0.648,0.0,1.0
saintly,,0.39799999999999996,,,0.6409999999999999,,0.305,0.633,0.0,1.0
salary,,0.516,,,0.23399999999999999,,,0.414,0.0,1.0
saliva,,0.297,,,,,,,0.0,0.0
sally,,,,,,,0.305,,0.0,0.0
saloon,0.136,,,,,,,,0.0,0.0
salutary,,,,,0.465,,,0.523,0.0,1.0
salute,,,,,0.266,,,0.49200000000000005,0.0,1.0
salvation,,0.555,,,0.41200000000000003,,,0.547,0.0,1.0
samurai,,,,0.547,,,,,0.0,1.0
sanctification,,,,,0.364,,,0.633,0.0,1.0
sanctify,,0.391,,,0.359,0.10800000000000001,0.336,0.672,0.0,1.0
sanction,,,,,,,,0.406,0.0,0.0
sanctuary,,0.461,,,0.541,,,0.703,0.0,1.0
sand,,,,,0.109,,,,0.0,0.0
santa,,,,,0.727,,,,,
sap,,,,,,0.172,,,1.0,0.0
sappy,,,,,,,,0.273,0.0,0.0
sarcasm,0.42200000000000004,,0.258,,,0.18100000000000002,,,1.0,0.0
sarcoma,,,,0.625,,0.797,,,1.0,0.0
satanic,0.828,,,,,,,,1.0,0.0
satisfaction,,,,,0.652,,,,0.0,0.0
satisfied,,,,,0.5,,,,0.0,1.0
satisfy,,,,,0.6559999999999999,,,,,
satisfying,,,,,0.703,,,,,
saturated,,,0.281,,,,,,1.0,0.0
savage,0.8140000000000001,,,0.8140000000000001,,,,,1.0,0.0
savagery,0.915,,,0.875,,,,,1.0,0.0
save,,,,,0.2,,,0.562,0.0,1.0
savior,,,,,0.5429999999999999,,,,,
savor,,0.375,0.11699999999999999,,0.531,0.034,,0.508,0.0,1.0
scaffold,,,,0.23399999999999999,,,,,1.0,0.0
scalpel,,,,0.5,,,,,1.0,0.0
scandal,,,,0.547,,,,,1.0,0.0
scandalous,0.574,,,,,,,,1.0,0.0
scapegoat,0.32799999999999996,,,0.25,,,,,1.0,0.0
scar,0.42200000000000004,,0.461,0.406,,0.375,,,1.0,0.0
scarce,,,,0.327,,0.42200000000000004,,,1.0,0.0
scarcely,,,,,,0.318,,,1.0,0.0
scarcity,0.35,,,0.43799999999999994,,0.45299999999999996,,,1.0,0.0
scare,0.588,0.469,,0.8440000000000001,,,0.797,,1.0,0.0
scarecrow,,,,0.391,,,,,1.0,1.0
scared,,,,0.7340000000000001,,,,,,
scares,,,,0.66,,,,,,
scarier,,,,0.672,,,,,,
scariest,,,,0.8440000000000001,,,,,,
scary,,,,0.7659999999999999,,,,,,
scenery,,,,,0.45299999999999996,,,,0.0,0.0
scenic,,,,,0.375,,,,0.0,0.0
sceptical,,,,,,,,0.22699999999999998,0.0,0.0
schism,0.439,,,,,,,,1.0,0.0
schizophrenia,0.369,,0.508,0.703,,0.625,,,1.0,0.0
scholarship,,,,,0.455,,,,0.0,1.0
school,,,,,,,,0.531,0.0,0.0
scientific,,,,,,,,0.6559999999999999,0.0,1.0
scientist,,0.38299999999999995,,,,,,0.695,0.0,1.0
scifi,,,,,0.152,,,,,
scoff,0.5,,0.375,,,,,,1.0,0.0
scold,0.515,,0.297,0.45299999999999996,,0.327,,,1.0,0.0
scolding,0.703,,,,,,,,1.0,0.0
scorching,0.7190000000000001,,,,,,,,1.0,0.0
score,,0.47700000000000004,,,0.182,,0.38299999999999995,,0.0,1.0
scorn,0.769,,,,,,,,1.0,0.0
scorpion,0.33299999999999996,,0.391,0.547,,,0.523,,1.0,0.0
scoundrel,0.682,,0.562,0.6409999999999999,,,,0.11699999999999999,1.0,0.0
scourge,0.625,,,0.609,,0.6409999999999999,,,1.0,0.0
scrapie,0.406,,,0.469,,0.281,,,1.0,0.0
scream,0.7190000000000001,,0.43799999999999994,0.7190000000000001,,,0.7190000000000001,,1.0,0.0
screaming,0.742,,0.5,0.7809999999999999,,,,,1.0,0.0
screech,,,,0.406,,,0.6409999999999999,,1.0,0.0
screwed,0.588,,,,,,,,1.0,0.0
screwyou,0.924,,,,,,,,,
scrimmage,,,,,,,0.312,,1.0,0.0
scripture,,,,,0.196,,,0.609,0.0,0.0
scrub,,,0.242,,,,,,1.0,0.0
scrutinize,,0.32,,,,,,,1.0,0.0
scum,,,0.695,,,,,,1.0,0.0
seal,,,,,,,,0.531,0.0,1.0
seals,,,,,,,,0.35200000000000004,0.0,0.0
secluded,,,,,,0.45299999999999996,,,1.0,0.0
seclusion,,,,0.312,,,,,1.0,1.0
secrecy,,,,,,,0.39799999999999996,0.25,0.0,0.0
secret,,,,,,,,0.305,0.0,0.0
secrete,,,0.633,,,,,,0.0,0.0
secretion,,,0.703,,,,,,1.0,0.0
secrets,,,,,,,,0.23399999999999999,,
sectarian,0.359,,,0.359,,,,,1.0,0.0
secular,,0.32799999999999996,,,,,,,0.0,0.0
secure,,,,,,,,0.688,,
securities,,,,,,,,0.547,0.0,0.0
sedition,0.42200000000000004,,,,,0.469,,,1.0,0.0
seductive,,0.609,,,,,,,0.0,0.0
seek,,0.586,,,,,,,0.0,0.0
segregate,0.43700000000000006,,0.555,,,0.469,,,1.0,0.0
seize,,,,0.625,,,,,1.0,0.0
seizure,,,,0.7190000000000001,,,,,0.0,0.0
selfharm,,,,0.6559999999999999,,,,,,
selfish,0.469,,0.45299999999999996,,,,,,1.0,0.0
selfishness,0.469,,,,,,,,1.0,0.0
selflove,,,,,0.742,,,,,
selfworth,,,,,0.484,,,,,
senate,,,,,,,,0.36700000000000005,0.0,0.0
senile,,,,0.547,,0.5,,,1.0,0.0
seniority,,,,,,,,0.586,0.0,1.0
sensation,,,,,,,0.531,,0.0,0.0
sensational,,,,,0.818,,,,0.0,1.0
senseless,0.297,,0.39799999999999996,0.32799999999999996,,0.281,0.43799999999999994,,1.0,0.0
sensual,,0.539,,,0.5760000000000001,,0.36700000000000005,0.445,1.0,1.0
sensuality,,0.516,,,0.6409999999999999,,,,0.0,1.0
sensuous,,,,,0.578,,,,0.0,1.0
sentence,0.203,0.273,0.156,0.266,,0.23399999999999999,,,1.0,0.0
sentinel,,,,,,,,0.516,0.0,1.0
sentry,,,,,,,,0.43,0.0,0.0
separation,,,,0.391,,,,,0.0,0.0
separatist,0.43799999999999994,,0.43,,,,,,1.0,0.0
sepatu,,,,,,,,0.266,,
sepsis,,,,0.594,,0.611,,,1.0,0.0
septic,,,0.742,,,,,,1.0,0.0
sequel,,0.586,,,,,,,0.0,0.0
sequestration,,,,,,0.516,,,1.0,0.0
serene,,,,,0.531,,,0.586,1.0,0.0
serenity,,0.43,,,0.6559999999999999,,,0.602,0.0,1.0
serial,,0.43799999999999994,,,,,,,0.0,0.0
series,,,,,,,,0.38299999999999995,0.0,0.0
seriousness,,,,0.305,,0.39399999999999996,,,0.0,0.0
sermon,,,,,,,,0.47700000000000004,0.0,1.0
serpent,,,0.57,0.638,,,,,1.0,0.0
servant,,,,,,,,0.344,1.0,0.0
serve,,,,,,,,0.414,1.0,0.0
service,,,,,0.172,,,,0.0,0.0
servile,,,0.484,0.344,,0.359,,,1.0,0.0
setback,,,,,,0.297,,,1.0,0.0
settlor,,,,0.172,,,,,0.0,1.0
severance,,,,,,0.33299999999999996,,,0.0,0.0
sewage,,,0.797,,,,,,1.0,0.0
sewer,,,0.812,,,,,,0.0,0.0
sewerage,,,0.8590000000000001,,,,,,1.0,0.0
sex,,0.695,,,0.622,,,0.375,0.0,1.0
shabby,,,0.38299999999999995,,,,,,1.0,0.0
shack,,,0.305,,,0.266,,,1.0,0.0
shackle,0.6409999999999999,0.289,0.5,0.609,,0.609,,,1.0,0.0
shady,,,,0.578,,,,,1.0,0.0
shaking,,,,0.531,,,,,1.0,0.0
shaky,0.344,0.469,,0.344,,,,,1.0,0.0
sham,0.409,,0.509,,,,,,1.0,0.0
shame,,,0.539,0.344,,0.594,,,1.0,0.0
shameful,,,,,,0.609,,,1.0,0.0
shameless,,,0.43,,,,,,1.0,0.0
shanghai,,,0.25,0.266,,,,,1.0,0.0
shank,,,,0.32799999999999996,,,,,0.0,0.0
share,,0.445,,,0.43799999999999994,,,0.586,0.0,1.0
sharing,,,,,0.439,,,,,
sharpen,0.28800000000000003,0.484,,,,,,,0.0,0.0
shatter,0.561,,,0.672,,0.609,0.609,0.172,1.0,0.0
shattered,,,,,,0.63,,,1.0,0.0
shell,0.23399999999999999,,,0.172,,0.045,0.21100000000000002,,1.0,0.0
shelling,,,,0.594,,,,,,
shelter,,,,,,,,0.578,0.0,1.0
shelters,,,,0.23399999999999999,,,,,,
shepherd,,,,,0.057999999999999996,,,0.508,0.0,1.0
sheriff,,,,,,,,0.49200000000000005,0.0,0.0
shining,,0.461,,,0.515,,,,0.0,1.0
ship,,0.38299999999999995,,,,,,,0.0,0.0
shipwreck,,,,0.7659999999999999,,0.562,,,1.0,0.0
shit,0.573,,0.82,,,,,,1.0,0.0
shitday,0.727,,,,,,,,,
shitless,,,,0.6559999999999999,,,,,,
shittest,0.76,,,,,,,,,
shitty,,,,,,0.6559999999999999,,,,
shiver,0.281,0.36700000000000005,,0.484,,0.29100000000000004,,,1.0,0.0
shock,0.26899999999999996,,0.375,0.7190000000000001,,,0.8440000000000001,,1.0,0.0
shockingly,,,,,,,0.875,,0.0,0.0
shoddy,0.344,,0.469,,,,,,1.0,0.0
shoot,0.672,,,0.7340000000000001,,,,,1.0,0.0
shooter,,,,0.722,,,,,0.0,0.0
shooting,0.667,,,0.812,,0.688,,,1.0,0.0
shopkeeper,,,,,,,,0.42200000000000004,0.0,0.0
shoplifting,0.258,,0.406,,,,,,1.0,0.0
shopping,,0.555,,,0.382,,0.21899999999999997,0.297,0.0,1.0
shortage,0.212,,,0.344,,0.281,,,1.0,0.0
shortly,,0.484,,,,,,,0.0,0.0
shorty,,,,,,,,0.289,,
shot,0.672,,,0.7340000000000001,,0.547,0.711,,1.0,0.0
shoulder,,,,,,,,0.336,0.0,1.0
shout,0.667,,,,,,0.6409999999999999,,0.0,0.0
shoutout,,,,,,,,0.344,,
shove,0.672,,,,,,,,1.0,0.0
show,,,,,,,,0.35200000000000004,0.0,0.0
shrapnel,,,,0.688,,,,,0.0,0.0
shriek,0.316,,,0.516,,0.485,0.7190000000000001,,1.0,0.0
shrill,0.547,,,0.45299999999999996,,,0.594,,1.0,0.0
shrink,,,,0.23399999999999999,,0.295,,,1.0,0.0
shroud,,,,,,0.6409999999999999,,,0.0,0.0
shudder,,,,0.578,,,,,1.0,0.0
shuddering,,,0.36700000000000005,,,,,,,
shun,0.5,,0.43799999999999994,,,0.547,,,1.0,0.0
shutdown,,,,0.32799999999999996,,,,,,
shutit,0.578,,,,,,,,,
shutup,0.578,,,,,,,,,
shy,,,,0.14,,,,,,
shyt,,,,,,,,0.22699999999999998,,
sib,,,,,,,,0.32,0.0,0.0
sick,,,0.578,,,0.531,,,1.0,0.0
sicken,,,0.7340000000000001,,,,,,,
sickening,0.606,,0.742,0.625,,0.75,,,1.0,0.0
sickly,,,0.617,,,0.7120000000000001,,,1.0,0.0
sickness,,,0.68,0.594,,0.828,,,1.0,0.0
sigh,,,,,,0.402,,,0.0,0.0
signature,,,,,,,,0.47700000000000004,0.0,0.0
signify,,0.508,,,,,,,0.0,0.0
silence,,,,,0.127,,,,,
silly,,,,,0.516,,,,1.0,0.0
simmer,0.469,0.39799999999999996,,,,,,,0.0,0.0
simmering,,0.617,,,,,,,0.0,0.0
simple,,,,,0.141,,,,0.0,0.0
simplicity,,,,,0.375,,,,,
simplify,,0.38299999999999995,,,0.312,,0.21100000000000002,0.43,0.0,1.0
sin,0.547,,0.625,0.56,,0.516,,,1.0,0.0
sincere,,,,,,,,0.797,0.0,1.0
sinful,0.491,,0.633,0.5,,0.6409999999999999,,,1.0,0.0
sing,,0.41100000000000003,,,0.7290000000000001,0.017,,0.42200000000000004,0.0,1.0
singing,,,,,0.591,,,,,
singularly,,,,,,,0.188,,0.0,0.0
sinister,0.7809999999999999,,0.75,0.672,,,,,1.0,0.0
sinking,,,,0.469,,,,,,
sinner,0.331,,0.594,0.483,,0.609,,,1.0,0.0
sinning,,,0.562,,,,,,1.0,0.0
sipping,,,,,0.076,,,,,
sir,,,,,,,,0.445,0.0,1.0
siren,,,,0.547,,,,,1.0,0.0
sist,,,,,,,,0.32,,
sisterhood,0.015,,,,,0.125,0.109,0.773,0.0,1.0
sixty,,,,,0.016,,,,0.0,0.0
sizzle,0.379,,,,,,,,0.0,0.0
sketching,,,,,0.266,,,,,
skewed,0.368,0.281,,,,,,,1.0,0.0
skid,0.25,,,0.266,,0.312,,,1.0,0.0
skiing,,,,,0.23399999999999999,,,,,
skillful,,,,,,,,0.695,0.0,1.0
skirmish,0.545,,,,,,,,1.0,0.0
slam,0.8029999999999999,,,0.484,,,0.703,,1.0,0.0
slander,0.562,,0.609,,,,,,1.0,0.0
slap,0.7909999999999999,,,,,,0.68,,1.0,0.0
slash,0.5710000000000001,,,,,,,,0.0,0.0
slaughter,0.8440000000000001,,0.875,0.8909999999999999,,0.7340000000000001,0.742,,1.0,0.0
slaughterhouse,0.7879999999999999,,0.867,0.8590000000000001,,0.703,,,1.0,0.0
slaughtering,0.914,,0.828,0.875,,0.8440000000000001,0.625,,1.0,0.0
slave,0.652,,,0.531,,0.797,,,1.0,0.0
slavery,0.609,,0.812,0.75,,0.828,,,1.0,0.0
slay,0.7190000000000001,,,,,,,,1.0,0.0
slayer,0.703,,0.555,0.8440000000000001,,0.7659999999999999,0.5,,1.0,0.0
sledding,,,,,0.42200000000000004,,,,,
sleepless,,,,0.23399999999999999,,,,,,
slender,,,,0.1,,,,,0.0,1.0
slime,,,0.7809999999999999,,,,,,0.0,0.0
slimy,,,0.703,,,,,,1.0,0.0
slip,,,,,,,0.461,,1.0,0.0
slippery,,,,0.18100000000000002,,,,,,
slop,,,0.6409999999999999,,,,,,1.0,0.0
sloppy,,,0.562,,,,,,1.0,0.0
sloth,,,0.539,,,,,,1.0,0.0
sludge,,,0.648,,,,,,1.0,0.0
slug,,,0.594,,,,,,1.0,0.0
sluggish,,,,,,0.203,,,1.0,0.0
slum,,,0.758,,,,,,1.0,0.0
slump,,,,,,0.375,,,1.0,0.0
slur,0.596,,0.547,,,0.266,,,1.0,0.0
slush,,,0.42200000000000004,,,,0.141,,1.0,0.0
slut,0.578,,0.703,,,,,,1.0,0.0
sly,0.375,,0.32799999999999996,0.156,,,,,1.0,0.0
smack,0.615,,,,,,,,1.0,0.0
smash,0.758,,,0.6559999999999999,,,,,1.0,0.0
smell,0.061,,0.445,,,,,,1.0,0.0
smelling,,,0.508,,,,,,1.0,0.0
smile,,,,,0.75,,0.11699999999999999,0.578,0.0,1.0
smiled,,,,,0.682,,,,,
smiles,,,,,0.7659999999999999,,,,,
smiley,,,,,0.812,,,,,
smiling,,,,,0.828,,,,0.0,1.0
smite,0.862,,,0.516,,0.555,,,1.0,0.0
smith,,,,,,,,0.312,0.0,0.0
smother,0.469,,,,,,,,1.0,0.0
smuggle,,,,0.565,,,,,1.0,0.0
smuggler,0.485,,0.531,0.625,,,,,1.0,0.0
smut,,,0.688,0.32799999999999996,,,,,1.0,0.0
snag,,,,,,,0.531,,1.0,0.0
snake,,,0.562,0.7759999999999999,,,,,1.0,0.0
snakes,,,,0.802,,,,,,
snare,,,,0.391,,,,,1.0,0.0
snarl,0.754,,0.484,,,,,,1.0,0.0
snarling,0.6970000000000001,,,,,,,,1.0,0.0
sneak,0.409,,,0.266,,,0.6559999999999999,,1.0,0.0
sneaking,,0.5,,0.375,,,,0.21100000000000002,1.0,0.0
sneer,0.574,,0.539,,,,,,1.0,0.0
sneeze,,,0.312,,,,0.47700000000000004,,1.0,0.0
snort,,,,,,0.154,,,0.0,0.0
snowday,,,,,0.33299999999999996,,,,,
snowfall,,,,,0.28600000000000003,,,,,
snowing,,,,,0.271,,,,,
snowmageddon,,,,0.5,,,,,,
snowy,,,,,0.23399999999999999,,,,0.0,0.0
snubbed,0.42200000000000004,,,,,,,,,
snuggled,,,,,0.594,,,,,
snuggles,,,,,0.522,,,,,
snuggling,,,,,0.625,,,,,
soak,,,,,0.121,,,,1.0,0.0
soaked,0.226,,,,,,,,,
soangry,0.758,,,,,,,,,
soannoyed,0.588,,,,,,,,,
soar,,,,,0.531,,,,,
sob,,,,,,0.688,,,1.0,0.0
soblessed,,,,,0.706,,,,,
sobriety,,,,,,,,0.586,0.0,1.0
socialanxiety,,,,0.688,,,,,,
socialism,,,0.414,0.405,,,,,0.0,0.0
socialist,0.25,,0.42200000000000004,0.318,,0.125,,,1.0,0.0
socially,,,,,,,,0.461,,
sodding,0.4,,,,,,,,,
softly,,,,,0.297,,,,,
sohappy,,,,,0.868,,,,,
soil,,,0.312,,,,,,1.0,0.0
soiled,,,0.742,,,,,,1.0,0.0
soldier,0.258,,,,,0.273,,,0.0,1.0
solidarity,,,,,,,,0.648,0.0,0.0
solidity,,,,,,,,0.688,0.0,1.0
solitude,,,,,0.125,,,,0.0,0.0
solucky,,,,,0.7809999999999999,,,,,
somad,0.637,,,,,,,,,
somatic,,,,,,,0.266,,1.0,0.0
